Account,Balance
0.0.7756282,1000
0.0.7756251,1281.841835
0.0.7755211,1727.407125
0.0.7754694,92472.756868
0.0.7754516,1050.260506
0.0.7752389,778.724728
0.0.7752293,11844.906162
0.0.7751815,0
0.0.7751463,33242.625903
0.0.7750371,263742.070191
0.0.7749411,210972.648474
0.0.7749309,4279.087808
0.0.7747686,19337.014711
0.0.7747086,1
0.0.7745987,54000
0.0.7745163,0
0.0.7745044,0
0.0.7744601,0
0.0.7743082,0
0.0.7742763,0
0.0.7742762,23920.809073
0.0.7742750,2792.112089
0.0.7742625,15.391568
0.0.7742611,58935.787638
0.0.7742482,24351.965053
0.0.7742392,0
0.0.7742287,916.657914
0.0.7742251,0
0.0.7742250,0
0.0.7737431,0
0.0.7736454,0
0.0.7735951,18979.09174
0.0.7734339,1
0.0.7734300,30805.586981
0.0.7733713,0
0.0.7732467,165.628951
0.0.7730906,2132.924711
0.0.7730728,3450.588717
0.0.7728234,236.529577
0.0.7727099,13366.045196
0.0.7726822,2248.878908
0.0.7726269,0
0.0.7726196,11447.467197
0.0.7724607,0
0.0.7723547,0
0.0.7723134,0
0.0.7720886,0
0.0.7720733,2193.936561
0.0.7720108,0
0.0.7719150,7064.959771
0.0.7719023,8191.598006
0.0.7718261,0
0.0.7717505,0
0.0.7716465,231094.34307
0.0.7715921,2421.786167
0.0.7715914,41530.646987
0.0.7715544,60000.823818
0.0.7715435,0
0.0.7715314,16606.679724
0.0.7715080,10000.97198
0.0.7715005,1299.26783
0.0.7714648,1298.388462
0.0.7714547,0
0.0.7713904,3537.504816
0.0.7713106,39295.036502
0.0.7712203,8228.013535
0.0.7711095,245.46202
0.0.7711090,20036.445025
0.0.7710910,40028.764661
0.0.7710907,148591.824882
0.0.7710790,3149.182919
0.0.7710716,200000
0.0.7710615,0
0.0.7710145,35339.847628
0.0.7710063,168959.729356
0.0.7708337,1500
0.0.7707528,0
0.0.7705570,4865.937765
0.0.7704363,0
0.0.7702730,34000
0.0.7699528,0
0.0.7699013,0
0.0.7696204,24.763771
0.0.7695307,30349.415786
0.0.7695178,149888.703849
0.0.7695155,4349.996086
0.0.7694898,43001.856354
0.0.7694322,25000
0.0.7693791,1266.329849
0.0.7693078,0
0.0.7688329,0
0.0.7688200,1102.266408
0.0.7687932,277.945265
0.0.7687647,0
0.0.7654983,0
0.0.7653068,0
0.0.7643758,595
0.0.7639149,0
0.0.7639105,193.717472
0.0.7638994,0
0.0.7636227,0
0.0.7632713,10577.086573
0.0.7629594,5000.000024
0.0.7628064,200552.471693
0.0.7627822,3.308776
0.0.7624798,0
0.0.7621419,0
0.0.7609277,1104082.44684
0.0.7607635,15778.295919
0.0.7602812,15304.748997
0.0.7602490,0
0.0.7599730,6680.959402
0.0.7597089,284897.393712
0.0.7593761,9832.776726
0.0.7593760,0
0.0.7588094,18655.157229
0.0.7582373,228.369754
0.0.7577950,0
0.0.7577424,0
0.0.7572736,0
0.0.7571711,8.4346
0.0.7570805,0
0.0.7565398,3793.355571
0.0.7562636,2820.356363
0.0.7561929,0
0.0.7554583,38776.219971
0.0.7548293,0
0.0.7543148,0
0.0.7534220,2320.720752
0.0.7532891,3920.980896
0.0.7532373,30356.216314
0.0.7531296,861750.123347
0.0.7528707,0
0.0.7492243,3951.010904
0.0.7489599,10330.990829
0.0.7486751,100049.156769
0.0.7484064,14548.752173
0.0.7479460,1316.938803
0.0.7475470,4862.286014
0.0.7453104,0
0.0.7421912,15282.160895
0.0.7320948,4499.72966
0.0.7314893,0.000291
0.0.7303257,0
0.0.7299712,5384.064324
0.0.7299468,70
0.0.7299329,0
0.0.7297961,5450
0.0.7294911,2441.446628
0.0.7290800,0
0.0.7288812,0
0.0.7284357,290
0.0.7275652,5836.836478
0.0.7235003,0
0.0.7214078,0
0.0.7213241,0
0.0.7206298,0
0.0.7200597,0
0.0.7199560,5261.550354
0.0.7195938,25000
0.0.7190251,0
0.0.7183807,0
0.0.7171484,0
0.0.7165107,65
0.0.7162604,0
0.0.7162506,0
0.0.7136932,45309.32317
0.0.7039956,0
0.0.7031357,27887.969336
0.0.6941869,0
0.0.6936483,12529.34905
0.0.6929819,0
0.0.6896673,54.834133
0.0.6896647,33.920836
0.0.6840449,25000
0.0.6827913,47.773998
0.0.6827573,2180
0.0.6827086,59
0.0.6778922,43.188052
0.0.6769320,2819388.969117
0.0.6764534,0
0.0.6735827,54.778261
0.0.6597759,0
0.0.6597602,0
0.0.6563861,194.550914
0.0.6563635,197.096943
0.0.6507783,1952.585581
0.0.6507533,549.946626
0.0.6482470,65.5
0.0.6477906,130
0.0.6463049,0
0.0.6422806,0
0.0.6405563,0.587529
0.0.6394800,6733.5
0.0.6359512,4600
0.0.6342442,0
0.0.6334489,460
0.0.6334464,0
0.0.6334427,495
0.0.6327622,0
0.0.6285137,0
0.0.6285130,0
0.0.6282944,0.587529
0.0.6282941,0.587529
0.0.6282938,0.587529
0.0.6282934,0.587529
0.0.6282929,0.587529
0.0.6282924,0.587529
0.0.6282906,0.587529
0.0.6234818,151.908754
0.0.6203139,0
0.0.6184426,0
0.0.6149027,136.729944
0.0.6144865,0
0.0.6118916,0
0.0.6101568,0
0.0.6101566,594516.270184
0.0.6076341,162.960021
0.0.6075972,0
0.0.6057732,23248.820343
0.0.6051805,1427
0.0.6047136,0
0.0.6047024,0
0.0.6026253,0
0.0.6024495,51139.714516
0.0.6014291,0
0.0.6006239,0
0.0.5980117,624490.81646
0.0.5968252,9635.410084
0.0.5953823,411
0.0.5945421,18256.066044
0.0.5847132,0
0.0.5804100,0
0.0.5801892,275010
0.0.5796489,144346.480968
0.0.5790223,2
0.0.5787049,23674.023755
0.0.5784348,0
0.0.5776570,412.943199
0.0.5769518,0
0.0.5749247,0
0.0.5746679,3001
0.0.5724654,2695
0.0.5719207,4590
0.0.5715846,24.630967
0.0.5711192,610980.003437
0.0.5704103,967
0.0.5703476,35179.924596
0.0.5694053,0
0.0.5690969,0
0.0.5687018,27.27
0.0.5679257,351.920714
0.0.5677731,0
0.0.5646900,56
0.0.5586397,579.146773
0.0.5556983,0
0.0.5554131,70
0.0.5503577,0
0.0.5420949,1531.088901
0.0.5418436,0
0.0.5378059,0
0.0.5327933,660.484
0.0.5311669,0
0.0.5270588,892.667433
0.0.5266154,26178.459631
0.0.5255642,0
0.0.5248933,63368.128837
0.0.5246930,0
0.0.5245913,429595.730065
0.0.5232333,0
0.0.5228741,0
0.0.5199849,27307.777838
0.0.5195936,1000
0.0.5180661,0
0.0.5180627,1390
0.0.5131555,57.15763
0.0.5107092,0
0.0.5102323,27901.773239
0.0.5098531,1231.162195
0.0.5091689,0
0.0.5081500,3336
0.0.5068920,0
0.0.5045544,0
0.0.5045539,0
0.0.5023209,0
0.0.5002435,378.856735
0.0.5001263,0
0.0.4979722,212509.979587
0.0.4977410,0.536407
0.0.4972800,0
0.0.4971798,100
0.0.4939404,24500
0.0.4916983,0
0.0.4914745,109.344866
0.0.4914708,38.436432
0.0.4910794,577.408487
0.0.4910207,0
0.0.4906233,325.963183
0.0.4899880,20016.178686
0.0.4892026,0
0.0.4889605,3001.253445
0.0.4885726,0
0.0.4882162,3286.710795
0.0.4877286,1000
0.0.4873879,386.999244
0.0.4871725,0
0.0.4863820,0
0.0.4861530,1610.07936
0.0.4861302,2913.878159
0.0.4856974,2.462568
0.0.4854766,39
0.0.4854541,0
0.0.4850677,0
0.0.4850152,0
0.0.4849904,3091.940872
0.0.4848946,20817.063966
0.0.4843456,14646.922306
0.0.4841757,16.861137
0.0.4837310,0
0.0.4825261,31072.20821
0.0.4822053,3595.956039
0.0.4820856,0
0.0.4820041,83194
0.0.4818651,0
0.0.4817928,0
0.0.4817922,0
0.0.4817915,0
0.0.4817910,0
0.0.4817907,0
0.0.4813227,143.756983
0.0.4813124,143.762455
0.0.4808639,0
0.0.4808321,0
0.0.4808239,1069.467511
0.0.4808062,11713.544535
0.0.4807518,0
0.0.4805072,279.652152
0.0.4803876,0
0.0.4803707,15200.509422
0.0.4803215,0
0.0.4798803,0
0.0.4798462,1000
0.0.4796934,7999.999648
0.0.4796470,155.298429
0.0.4794746,0
0.0.4793026,20000
0.0.4791394,698.040372
0.0.4791331,400
0.0.4789925,219
0.0.4781382,0
0.0.4778501,711.348428
0.0.4776949,1000
0.0.4775242,3801800.888595
0.0.4770098,0
0.0.4764605,0
0.0.4763953,0
0.0.4762177,15274.289916
0.0.4760849,0
0.0.4760784,76.990558
0.0.4759719,16598.017434
0.0.4759347,0
0.0.4758957,0
0.0.4758398,0
0.0.4758315,31139.356303
0.0.4754363,0
0.0.4754350,0
0.0.4753977,20412.668741
0.0.4753218,10022.237951
0.0.4753161,7631.021387
0.0.4752482,3041.141203
0.0.4750344,0
0.0.4750166,0
0.0.4748199,0
0.0.4747340,32973.834066
0.0.4745312,0
0.0.4744740,0
0.0.4742954,65511.68766
0.0.4742193,0.005963
0.0.4737404,0
0.0.4736914,8651.073991
0.0.4736730,0
0.0.4731985,0
0.0.4730377,0
0.0.4728251,0
0.0.4725198,100
0.0.4725050,1
0.0.4724789,0
0.0.4724117,210.457249
0.0.4722379,17303.940704
0.0.4718353,1720.86551
0.0.4715091,0
0.0.4714636,14305.19326
0.0.4714314,0
0.0.4713148,0
0.0.4712157,0
0.0.4710208,15000.869837
0.0.4710171,2503.890863
0.0.4709512,0
0.0.4708311,0
0.0.4706814,2799.758264
0.0.4702642,0
0.0.4701845,0
0.0.4701588,0
0.0.4692197,0
0.0.4689162,27928.865584
0.0.4688159,16390.275042
0.0.4687214,0
0.0.4683530,0
0.0.4671634,65.991403
0.0.4667136,0
0.0.4638295,0
0.0.4628542,0
0.0.4615486,0
0.0.4614539,781
0.0.4614223,551897
0.0.4609722,0
0.0.4608032,0
0.0.4607013,1
0.0.4606843,0
0.0.4605811,0
0.0.4605445,59999.999986
0.0.4601051,3167.661853
0.0.4595908,0
0.0.4595389,0
0.0.4593194,47.37128
0.0.4592016,233000
0.0.4591759,0
0.0.4591482,0
0.0.4591462,0
0.0.4590549,0
0.0.4582090,0
0.0.4575851,0
0.0.4574969,3336
0.0.4574518,32202.175966
0.0.4572176,4965.138277
0.0.4572143,0
0.0.4572127,0
0.0.4571765,125.878122
0.0.4570389,8687.727825
0.0.4569049,0
0.0.4561966,0
0.0.4561752,500
0.0.4561413,165.288349
0.0.4561118,0
0.0.4558519,0
0.0.4558032,75357.735578
0.0.4557832,0
0.0.4557325,15404.245863
0.0.4556349,0
0.0.4556186,0
0.0.4554074,0
0.0.4553074,2908.227756
0.0.4551956,0
0.0.4551693,26.590221
0.0.4551575,0
0.0.4544324,51086.449761
0.0.4541660,138025.329988
0.0.4540146,5560
0.0.4539771,0
0.0.4532649,0
0.0.4523455,29
0.0.4517509,0
0.0.4516173,11042.333715
0.0.4515868,0
0.0.4515821,0
0.0.4515234,28.357938
0.0.4509995,2776.898965
0.0.4505628,0
0.0.4504544,6000.244353
0.0.4495515,164737.567647
0.0.4458081,380.781072
0.0.4449099,0
0.0.4434803,0
0.0.4434284,7044.94
0.0.4434000,0
0.0.4432834,44826.791386
0.0.4431783,0
0.0.4431408,0
0.0.4429075,333884.739801
0.0.4414002,0
0.0.4413631,0
0.0.4413621,0
0.0.4410641,0
0.0.4403231,0
0.0.4389109,0
0.0.4385342,0
0.0.4385317,80
0.0.4383878,133.32
0.0.4383662,19192.597065
0.0.4382408,117.118444
0.0.4380300,0
0.0.4375968,0
0.0.4375928,0
0.0.4375748,0
0.0.4374969,571.733925
0.0.4374840,0
0.0.4370993,1173.960593
0.0.4370358,0
0.0.4370177,0
0.0.4369947,495
0.0.4368608,0
0.0.4368471,1742.23
0.0.4366732,10321.832764
0.0.4365907,10
0.0.4365362,0
0.0.4365345,0
0.0.4365108,0
0.0.4364943,249.249043
0.0.4364913,0
0.0.4363535,0
0.0.4362583,537.083101
0.0.4361748,9751.172422
0.0.4361469,0
0.0.4361439,5010.420896
0.0.4361223,33
0.0.4359679,930
0.0.4359458,0
0.0.4359356,278
0.0.4358929,0
0.0.4357991,0
0.0.4356639,0
0.0.4356574,0
0.0.4356032,0
0.0.4354408,306.824495
0.0.4354382,41286.048753
0.0.4354100,73357.980016
0.0.4353977,0
0.0.4353964,0
0.0.4353757,0
0.0.4352165,0
0.0.4351428,0
0.0.4350800,0
0.0.4350628,1908.247633
0.0.4350535,0
0.0.4349063,0
0.0.4348802,0
0.0.4348083,3368.232349
0.0.4347702,0
0.0.4347234,0
0.0.4347149,0
0.0.4346792,133.32
0.0.4346705,277523.20507
0.0.4345772,0
0.0.4345189,3522.778892
0.0.4344875,0
0.0.4343992,0
0.0.4343736,3333
0.0.4342662,0
0.0.4342029,1180.561712
0.0.4341292,285060.029251
0.0.4341117,0
0.0.4340984,0
0.0.4340290,10830.026578
0.0.4340193,0
0.0.4340190,0
0.0.4340035,0
0.0.4339712,0
0.0.4339526,0
0.0.4337898,6672
0.0.4337869,4644.830751
0.0.4336993,7985.137498
0.0.4335958,0
0.0.4335796,0
0.0.4335218,5333.164655
0.0.4335047,0
0.0.4334489,0
0.0.4333929,0
0.0.4331706,1055.45
0.0.4330594,2206.228643
0.0.4330239,0
0.0.4330084,0
0.0.4329887,27757.715497
0.0.4329749,0
0.0.4329161,0
0.0.4329014,0
0.0.4328922,129131.062868
0.0.4328671,0
0.0.4328504,0
0.0.4328236,0
0.0.4325734,3065.212508
0.0.4325580,7495.494351
0.0.4325332,0
0.0.4325098,1155.901398
0.0.4324518,0
0.0.4323665,0
0.0.4322492,0
0.0.4322011,0
0.0.4321929,0
0.0.4321258,6.505784
0.0.4320716,0
0.0.4320417,0
0.0.4319788,0
0.0.4318852,0
0.0.4318273,10329.004751
0.0.4318040,0
0.0.4317780,0
0.0.4313945,0
0.0.4313917,0
0.0.4313816,3508.896764
0.0.4312275,0
0.0.4312134,1.920471
0.0.4311848,0
0.0.4308429,0
0.0.4274432,0
0.0.4268992,0
0.0.4266365,0
0.0.4245319,0
0.0.4245261,0
0.0.4231689,22040.556173
0.0.4228598,960.652754
0.0.4217870,5280.714468
0.0.4214708,0
0.0.4214467,193562.727129
0.0.4213081,46726
0.0.4212170,109525.162791
0.0.4209855,0
0.0.4207604,0
0.0.4206684,0
0.0.4201057,0
0.0.4187834,133.32
0.0.4174904,0
0.0.4157523,0
0.0.4154591,0
0.0.4154537,110044.682131
0.0.4153791,0
0.0.4152776,0
0.0.4144458,42189.796293
0.0.4113598,18612.123333
0.0.4105193,0
0.0.4093573,0
0.0.4091354,0
0.0.4091305,1371.303246
0.0.4061901,4574.742542
0.0.3982167,0.79433
0.0.3976965,0
0.0.3971792,936.47608
0.0.3969489,4394.137583
0.0.3969243,0
0.0.3969121,303.807923
0.0.3968150,0
0.0.3967476,0
0.0.3965510,0
0.0.3958053,0
0.0.3947641,0
0.0.3947043,0
0.0.3946667,27537.461611
0.0.3945064,1120.838857
0.0.3941525,0
0.0.3941212,0
0.0.3940731,0
0.0.3939479,20016
0.0.3938763,34164.326242
0.0.3937477,14288.122564
0.0.3931707,181290.205086
0.0.3930659,642795.44463
0.0.3930539,1000
0.0.3927125,772.703838
0.0.3926344,0
0.0.3922782,0
0.0.3917068,30070.042367
0.0.3913608,0
0.0.3913346,200000
0.0.3911597,0
0.0.3909769,0
0.0.3908598,0
0.0.3908547,0
0.0.3903731,0
0.0.3872452,81242.194167
0.0.3866496,115.403168
0.0.3865599,0
0.0.3863388,0
0.0.3857044,0
0.0.3853599,0
0.0.3845966,15282
0.0.3845753,700
0.0.3842139,0
0.0.3836834,0
0.0.3836823,0
0.0.3836809,0
0.0.3836793,0
0.0.3836784,0
0.0.3836766,0
0.0.3836756,0
0.0.3836720,0
0.0.3836694,0
0.0.3836287,0
0.0.3834376,0
0.0.3833444,0
0.0.3831682,0
0.0.3822398,275000.307417
0.0.3822272,0
0.0.3822150,972536.71684
0.0.3818600,0
0.0.3816508,0
0.0.3816014,250000
0.0.3815522,0
0.0.3814504,0
0.0.3811444,0
0.0.3764297,0
0.0.3761331,0
0.0.3761047,0
0.0.3755990,0
0.0.3752951,0
0.0.3751878,0
0.0.3747989,0
0.0.3746739,0
0.0.3746236,0
0.0.3746089,0
0.0.3745835,0
0.0.3745833,8388.782227
0.0.3742741,0
0.0.3742064,0
0.0.3740357,0
0.0.3740345,0
0.0.3740329,0
0.0.3740040,0
0.0.3738922,0
0.0.3730625,754
0.0.3728625,0
0.0.3728612,0
0.0.3728591,0
0.0.3728567,0
0.0.3727165,1058287.948064
0.0.3726252,0
0.0.3724687,0
0.0.3724648,0
0.0.3724607,0
0.0.3724587,0
0.0.3724563,0
0.0.3724529,0
0.0.3718603,0
0.0.3718591,0
0.0.3718580,0
0.0.3718394,0
0.0.3717590,0
0.0.3713653,0
0.0.3712041,1005345.802932
0.0.3711843,0
0.0.3711815,0
0.0.3710773,0
0.0.3703809,0
0.0.3702207,0
0.0.3702087,609.04745
0.0.3701396,0
0.0.3701313,0
0.0.3701298,0
0.0.3701284,0
0.0.3701276,0
0.0.3701266,0
0.0.3701240,0
0.0.3701226,0
0.0.3701215,0
0.0.3701205,0
0.0.3701178,0
0.0.3701025,0
0.0.3700776,0
0.0.3700770,0
0.0.3700748,0
0.0.3700736,0
0.0.3700714,0
0.0.3700703,0
0.0.3699305,0
0.0.3696410,0
0.0.3696401,0
0.0.3696384,0
0.0.3696352,0
0.0.3696336,0
0.0.3696305,0
0.0.3696287,0
0.0.3696249,0
0.0.3696110,0
0.0.3696026,0
0.0.3696012,0
0.0.3695972,0
0.0.3695967,0
0.0.3695949,0
0.0.3695941,0
0.0.3695924,0
0.0.3695907,0
0.0.3695901,0
0.0.3695876,0
0.0.3695848,0
0.0.3695838,0
0.0.3695816,0
0.0.3695806,0
0.0.3695706,0
0.0.3695633,0
0.0.3686242,0
0.0.3640917,50244.616066
0.0.3615979,11807.317059
0.0.3608845,2000
0.0.3569613,0
0.0.3556606,0
0.0.3555195,0
0.0.3516514,2205781.841292
0.0.3507586,0
0.0.3496769,0
0.0.3478664,0
0.0.3473296,700.485646
0.0.3472942,0
0.0.3472308,0
0.0.3462608,0
0.0.3453938,6322.8
0.0.3441264,0.542
0.0.3396063,0
0.0.3383345,0
0.0.3359892,0
0.0.3357843,0
0.0.3327122,34777.858287
0.0.3317872,0
0.0.3312701,0
0.0.3311293,1645.010088
0.0.3310650,2222
0.0.3310125,45.554353
0.0.3307324,0
0.0.3307116,0
0.0.3306471,0
0.0.3297559,0
0.0.3292675,0
0.0.3292179,0
0.0.3291928,844.769732
0.0.3291768,612
0.0.3291479,0
0.0.3289988,0
0.0.3289931,2223
0.0.3288680,0
0.0.3288507,0
0.0.3288501,860.675139
0.0.3287949,12.979158
0.0.3287843,0
0.0.3286067,35193.476535
0.0.3283755,0
0.0.3282890,0
0.0.3282842,120675.985036
0.0.3282062,0.62
0.0.3281073,0
0.0.3280374,1357916.333435
0.0.3280252,932.356558
0.0.3279427,6474.75951
0.0.3279210,2104511.224248
0.0.3279183,11464969.424694
0.0.3278638,3000000.000256
0.0.3278632,0
0.0.3278466,2973879.911042
0.0.3278461,4823995.079531
0.0.3278131,0.000859
0.0.3277336,0
0.0.3277014,0
0.0.3276561,165.44
0.0.3276109,0
0.0.3275859,49.219499
0.0.3275729,0
0.0.3275367,0
0.0.3261639,0
0.0.3243247,0
0.0.3241472,3000
0.0.3241029,100285.79
0.0.3240329,0
0.0.3240016,0
0.0.3231977,0
0.0.3216656,104860.611657
0.0.3215432,0
0.0.3213844,0.000132
0.0.3211647,337.250803
0.0.3210662,0
0.0.3206995,0
0.0.3205653,0
0.0.3199306,0
0.0.3194330,0
0.0.3186098,0
0.0.3185811,0
0.0.3185750,0
0.0.3185027,20022.15794
0.0.3182180,0
0.0.3181816,57.619493
0.0.3181615,0
0.0.3180161,1678.582053
0.0.3173197,0
0.0.3167151,0
0.0.3166607,500.501371
0.0.3161895,20611.946503
0.0.3158312,0
0.0.3158284,10037.355661
0.0.3158172,0
0.0.3158156,0
0.0.3158096,0
0.0.3157534,4444
0.0.3150117,0
0.0.3143279,0
0.0.3136172,1112
0.0.3131777,0
0.0.3128505,0
0.0.3116345,0
0.0.3103146,0
0.0.3100704,19680.209498
0.0.3092572,2715325.648488
0.0.3092410,0
0.0.3087845,3411.15867
0.0.3085617,0
0.0.3083599,0
0.0.3082336,0
0.0.3071882,0
0.0.3069877,1109105.968636
0.0.3068035,0
0.0.3065232,0
0.0.3064661,3336
0.0.3062788,0
0.0.3062394,0
0.0.3062378,0
0.0.3062364,0
0.0.3062338,0
0.0.3062318,0
0.0.3062303,0
0.0.3062289,0
0.0.3062269,0
0.0.3061523,0
0.0.3059841,0.010137
0.0.3056404,0
0.0.3053988,1500
0.0.3044836,30622.767576
0.0.3044432,0
0.0.3044343,0
0.0.3042898,0
0.0.3040574,0
0.0.3035335,0
0.0.3034199,10000
0.0.3031143,0
0.0.3028477,0
0.0.3023061,0
0.0.3022810,0
0.0.3017920,0
0.0.3017582,96028.476885
0.0.3015578,0
0.0.3015569,0
0.0.3006419,3442.7468
0.0.3004265,0
0.0.3003496,0
0.0.3000816,2502.000011
0.0.2998208,0
0.0.2998201,421.51
0.0.2998076,23331
0.0.2997798,2000000.000404
0.0.2995673,0
0.0.2992693,12127.201472
0.0.2982174,0
0.0.2970236,131
0.0.2969566,0
0.0.2969355,0
0.0.2968649,107144.584101
0.0.2967709,0
0.0.2965972,11448.010126
0.0.2964425,421.51
0.0.2964375,0
0.0.2964365,3548.496731
0.0.2963833,50
0.0.2962744,0
0.0.2962639,600
0.0.2962491,1200
0.0.2960520,865.24
0.0.2960187,100324.716542
0.0.2959529,0
0.0.2959252,0
0.0.2957713,0
0.0.2956614,10000.000411
0.0.2956265,133.32
0.0.2955958,10000
0.0.2955730,24397.429166
0.0.2954583,3436.794897
0.0.2946445,0
0.0.2945909,690.120174
0.0.2944395,0
0.0.2944036,0
0.0.2940140,0
0.0.2937797,0
0.0.2937604,0
0.0.2935473,101539.197445
0.0.2929631,0
0.0.2904125,36696
0.0.2875412,0
0.0.2779797,0
0.0.2747789,0
0.0.2747237,0
0.0.2744218,0
0.0.2737260,143673.035921
0.0.2713330,0
0.0.2560411,0
0.0.2558889,0
0.0.2357449,0
0.0.2343802,1146.715028
0.0.2336742,0
0.0.2331724,0
0.0.2305974,0
0.0.2287865,25596.47636
0.0.2280043,0
0.0.2277671,1231.2
0.0.2264870,0
0.0.2256746,0.484037
0.0.2242524,0
0.0.2222151,0
0.0.2217485,78034.326821
0.0.2208244,0
0.0.2200147,113.359898
0.0.2199212,0
0.0.2189851,195030.927591
0.0.2189376,0
0.0.2188333,0
0.0.2187733,0
0.0.2185397,0
0.0.2185028,0
0.0.2183636,0
0.0.2182895,0
0.0.2181260,0
0.0.2181141,3336
0.0.2179899,0
0.0.2179442,0
0.0.2179051,60000
0.0.2178935,0
0.0.2177559,0
0.0.2176892,29.504065
0.0.2176293,0
0.0.2175803,0
0.0.2175519,0
0.0.2175472,2735.907201
0.0.2175351,0
0.0.2175218,3466.951183
0.0.2174543,0
0.0.2173382,0
0.0.2172749,0
0.0.2167934,0
0.0.2167657,26664
0.0.2166438,222557.550298
0.0.2164110,19390.8425
0.0.2159637,9.477603
0.0.2158065,0
0.0.2157398,0
0.0.2153826,4553.770118
0.0.2152927,68571
0.0.2152789,461.583519
0.0.2151958,0
0.0.2149252,0
0.0.2148853,5024.838279
0.0.2146852,0
0.0.2145421,0
0.0.2144124,45454.79749
0.0.2141561,16000.104891
0.0.2137953,0
0.0.2137668,0.000144
0.0.2136967,458.735724
0.0.2136768,0
0.0.2136753,0
0.0.2136428,51170
0.0.2135518,9971.045281
0.0.2135347,0
0.0.2135265,0
0.0.2134989,0
0.0.2134098,0
0.0.2134090,0
0.0.2133313,0
0.0.2133085,100600
0.0.2132974,0
0.0.2131031,0
0.0.2129304,218380.149383
0.0.2126561,22
0.0.2124530,105586.178884
0.0.2120747,7685.279252
0.0.2119021,0
0.0.2116956,0
0.0.2116279,0
0.0.2115946,0
0.0.2115892,0
0.0.2115504,0
0.0.2115491,0
0.0.2113628,0
0.0.2111556,0
0.0.2111417,0
0.0.2107643,25030
0.0.2107260,0
0.0.2104750,0
0.0.2104266,0
0.0.2104223,0
0.0.2104184,2222
0.0.2102583,0
0.0.2102378,7005.11331
0.0.2102069,0
0.0.2100888,0
0.0.2093540,0
0.0.2091057,0
0.0.2090180,0
0.0.2089983,0
0.0.2089772,0
0.0.2088014,0
0.0.2087803,15.764065
0.0.2085917,10008
0.0.2085341,0
0.0.2085273,0
0.0.2084716,0
0.0.2083205,0
0.0.2082750,8712.57848
0.0.2082689,0
0.0.2082077,0
0.0.2081640,0
0.0.2081452,0
0.0.2065014,0
0.0.2063220,0
0.0.2037182,0
0.0.2036201,10000
0.0.2035547,0
0.0.2034304,0
0.0.2034205,0
0.0.2033702,0
0.0.2033676,5469.199938
0.0.2033107,545.078983
0.0.2031860,197630.561437
0.0.2031376,11.46233
0.0.2030667,0
0.0.2030516,0
0.0.2030480,253621.208588
0.0.2030460,2000
0.0.2029586,0
0.0.2029384,12868.687583
0.0.2027988,0
0.0.2027259,185709.84647
0.0.2025807,0
0.0.2024577,300000
0.0.2024126,5871.308038
0.0.2023805,0
0.0.2023187,153478.135044
0.0.2023111,0
0.0.2022986,0
0.0.2022885,0
0.0.2022198,0
0.0.2021270,0
0.0.2015992,22.21
0.0.2012754,887434.094962
0.0.2011535,1
0.0.2010436,799.92
0.0.2010203,32629.673172
0.0.2009857,0
0.0.2009477,0
