Account,Balance
0.0.3717841,0
0.0.3717736,0
0.0.3717063,0
0.0.3717054,0
0.0.3716891,0
0.0.3716144,0
0.0.3711743,0
0.0.3711291,0
0.0.3709566,0
0.0.3705630,616935.342651
0.0.3705198,10000
0.0.3693864,0
0.0.3692331,0
0.0.3690089,1167472.057367
0.0.3684794,0
0.0.3684753,0
0.0.3560376,1000000
0.0.3556606,100242550.490129
0.0.3555195,0
0.0.3516514,0
0.0.3482399,0
0.0.3476415,5476686.694456
0.0.3475214,0
0.0.3475162,0
0.0.3473738,0
0.0.3473729,0
0.0.3473296,10662.225999
0.0.3472800,0
0.0.3472308,0
0.0.3462608,276299.681099
0.0.3453938,8000000
0.0.3418677,21859012.268143
0.0.3387899,0
0.0.3386263,4000
0.0.3374764,0.003778
0.0.3368009,3000
0.0.3356656,3000
0.0.3344163,0
0.0.3342621,12071700
0.0.3342595,2000
0.0.3328730,9106190.342669
0.0.3327669,420301
0.0.3322802,4023911
0.0.3321199,139
0.0.3320544,0.007721
0.0.3319111,232225.602118
0.0.3314300,47060.187461
0.0.3313500,3000
0.0.3312896,3500
0.0.3309317,500
0.0.3307867,1150606.198101
0.0.3306904,0
0.0.3305771,679151.594348
0.0.3302099,0
0.0.3301387,10000
0.0.3300792,2360446.004437
0.0.3300700,0
0.0.3299894,164882708.287325
0.0.3297619,0
0.0.3297547,10170181.005945
0.0.3297222,0.039727
0.0.3296296,1435379.890258
0.0.3295931,2869134.45779
0.0.3293427,1000000
0.0.3292848,0
0.0.3292562,0
0.0.3292205,0
0.0.3292179,0.588141
0.0.3291023,0
0.0.3288680,0
0.0.3288375,7359555.969451
0.0.3287813,0
0.0.3286897,0
0.0.3284145,0
0.0.3282890,0
0.0.3282392,0
0.0.3278131,0.002458
0.0.3278005,4525427.990997
0.0.3277934,57384373.690701
0.0.3277336,0
0.0.3277014,0
0.0.3276561,0
0.0.3276459,0
0.0.3276388,0
0.0.3275859,0
0.0.3275047,582.330827
0.0.3260903,0
0.0.3260349,0
0.0.3245934,0
0.0.3243247,0
0.0.3241708,0
0.0.3241044,0
0.0.3241018,0
0.0.3240964,0
0.0.3240198,179761877.719588
0.0.3240016,7380.226189
0.0.3239782,0
0.0.3239321,0
0.0.3239151,0
0.0.3238932,0
0.0.3228921,18059677.014428
0.0.3224425,0
0.0.3223613,0
0.0.3216656,0
0.0.3215954,7373830.802043
0.0.3211647,0
0.0.3210662,0
0.0.3209851,0
0.0.3209170,0
0.0.3207775,0
0.0.3207579,614758.804685
0.0.3206451,0
0.0.3205653,0
0.0.3205292,0
0.0.3204821,0
0.0.3202544,13061078.340929
0.0.3199212,0
0.0.3198939,0
0.0.3197991,0
0.0.3197879,0
0.0.3197045,0
0.0.3193371,0
0.0.3192893,0
0.0.3192801,86940.189633
0.0.3192246,0
0.0.3186098,0
0.0.3185937,0
0.0.3185704,0
0.0.3185337,0
0.0.3185128,0
0.0.3183850,0
0.0.3183487,0
0.0.3182105,0
0.0.3182100,0
0.0.3182089,0
0.0.3182074,0
0.0.3182073,18240246.214425
0.0.3182007,0.000504
0.0.3181761,0
0.0.3181669,0
0.0.3180967,0
0.0.3180806,0
0.0.3180731,0
0.0.3180620,0
0.0.3179873,0
0.0.3177976,875828.117398
0.0.3176657,0
0.0.3176489,100
0.0.3176415,0
0.0.3176229,4704.637238
0.0.3175937,11953942.884618
0.0.3174259,0
0.0.3172039,3000
0.0.3172036,4500
0.0.3172031,4500
0.0.3169296,0
0.0.3169292,0
0.0.3169284,0
0.0.3169282,0
0.0.3169281,0
0.0.3168810,5749920.42207
0.0.3168781,0
0.0.3168770,0
0.0.3168679,0
0.0.3168561,0
0.0.3168465,0
0.0.3168461,0
0.0.3168216,0
0.0.3167588,0
0.0.3167584,0
0.0.3167583,0
0.0.3167570,0
0.0.3167566,0
0.0.3167565,0
0.0.3167562,0
0.0.3167560,0
0.0.3167559,0
0.0.3167483,0
0.0.3167412,0
0.0.3167410,0
0.0.3167408,0
0.0.3167407,0
0.0.3167404,0
0.0.3167402,0
0.0.3167387,0
0.0.3167364,0
0.0.3167363,0
0.0.3167361,0
0.0.3167358,0
0.0.3167319,0
0.0.3167298,0
0.0.3167282,0
0.0.3167269,0
0.0.3167215,0
0.0.3167181,0
0.0.3167041,0
0.0.3166510,0
0.0.3166222,0
0.0.3166188,0
0.0.3166168,0
0.0.3166167,0
0.0.3166165,0
0.0.3166163,0
0.0.3166142,0
0.0.3166131,0
0.0.3166119,0
0.0.3166115,0
0.0.3166105,0
0.0.3165889,0
0.0.3165882,0
0.0.3165878,0
0.0.3165401,0
0.0.3165370,0
0.0.3165345,0
0.0.3165307,0
0.0.3165282,0
0.0.3165249,0
0.0.3165202,0
0.0.3165169,0
0.0.3165126,0
0.0.3165114,0
0.0.3165000,0
0.0.3164992,0
0.0.3164991,0
0.0.3164985,0
0.0.3164975,0
0.0.3164967,0
0.0.3164955,0
0.0.3164947,0
0.0.3164937,0
0.0.3164935,0
0.0.3164928,0
0.0.3164927,0
0.0.3164925,0
0.0.3164923,0
0.0.3164920,0
0.0.3164918,0
0.0.3164917,0
0.0.3164916,0
0.0.3164914,0
0.0.3164913,0
0.0.3164911,0
0.0.3164910,0
0.0.3164906,0
0.0.3164904,0
0.0.3164902,0
0.0.3164901,0
0.0.3164899,0
0.0.3164898,0
0.0.3164897,0
0.0.3164896,0
0.0.3164895,0
0.0.3164894,0
0.0.3164891,0
0.0.3164886,0
0.0.3164885,0
0.0.3164879,0
0.0.3164878,0
0.0.3164875,0
0.0.3164862,0
0.0.3164859,0
0.0.3164848,0
0.0.3164847,0
0.0.3164829,0
0.0.3164816,0
0.0.3164788,0
0.0.3164787,0
0.0.3164786,0
0.0.3164766,0
0.0.3164759,0
0.0.3164746,0
0.0.3164740,0
0.0.3164708,0
0.0.3164674,0
0.0.3164671,0
0.0.3164668,0
0.0.3164619,0
0.0.3164592,0
0.0.3164575,0
0.0.3164535,0
0.0.3164533,0
0.0.3164494,0
0.0.3164488,0
0.0.3164472,0
0.0.3164440,0
0.0.3164433,0
0.0.3164430,0
0.0.3164428,0
0.0.3164418,0
0.0.3164401,0
0.0.3164384,0
0.0.3164371,0
0.0.3164362,0
0.0.3164350,0
0.0.3164344,0
0.0.3164339,0
0.0.3164334,0
0.0.3164317,0
0.0.3164316,0
0.0.3164314,0
0.0.3164310,0
0.0.3164309,0
0.0.3164303,0
0.0.3164301,0
0.0.3164294,0
0.0.3164288,0
0.0.3164282,0
0.0.3164281,0
0.0.3164276,0
0.0.3164269,0
0.0.3164265,0
0.0.3164260,0
0.0.3163293,10515729.592012
0.0.3162376,0
0.0.3162315,0
0.0.3162068,6750
0.0.3161930,0
0.0.3161895,1063284.920291
0.0.3161590,0
0.0.3161257,0
0.0.3161200,0
0.0.3161140,11523122.902141
0.0.3161035,0
0.0.3160903,391728.624933
0.0.3160795,7769550525.685705
0.0.3160738,0
0.0.3160732,0
0.0.3160669,633292.880964
0.0.3160420,247791640.176615
0.0.3158195,9785012.370214
0.0.3158172,0
0.0.3158156,0
0.0.3158096,0
0.0.3158042,6083594580.110312
0.0.3157825,0
0.0.3157800,533347978.180112
0.0.3157611,0
0.0.3157606,0
0.0.3157602,0
0.0.3157534,3.548761
0.0.3150117,0
0.0.3149748,3620608.903145
0.0.3149443,496871527.1103
0.0.3148901,0
0.0.3148890,0
0.0.3145170,0
0.0.3142358,0
0.0.3141659,4000
0.0.3141079,0
0.0.3141011,1353702.416986
0.0.3140468,0
0.0.3140252,0
0.0.3140246,0
0.0.3140235,0
0.0.3140209,0
0.0.3138875,2940761.498294
0.0.3138201,0
0.0.3138149,0
0.0.3138129,0
0.0.3138124,0
0.0.3138109,0
0.0.3138106,0
0.0.3136354,0
0.0.3136310,0
0.0.3135585,0
